OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CANNANL_140889_DH,CANAAN LAKE DEEP HOLE,Lake,CENTER OF LAKE,02030202,,,,,40.7875800000,-73.0213220000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,103,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CANNONSVILLE-NR1WDC,Cannonsville Reservoir,Reservoir,Near 1 Wdc,02040101,,,,,42.0683300000,-75.3690000000,,,,GPS-Unspecified,NAD83,350.,m,,,Topographic Map Interpolation,SEALV,US,36,025,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CANNONSVILLE-TC,Cannonsville Reservoir,Reservoir,Trout Creek Outlet,02040101,,,,,42.1000000000,-75.2630600000,,,,GPS-Unspecified,NAD83,350.,m,,,Topographic Map Interpolation,SEALV,US,36,025,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CANNONSVILLE-WBD,Cannonsville Reservoir,Reservoir,West Branch Delaware,02040101,,,,,42.1305600000,-75.3033300000,,,,GPS-Unspecified,NAD83,350.,m,,,Topographic Map Interpolation,SEALV,US,36,025,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CANOPUSL_130168_DH,CANOPUS LAKE DEEP HOLE,Lake,DEEP HOLE,02030101,,,,,41.4554200000,-73.8349500000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,079,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CANOPUSL_130168_P,CANOPUS LAKE AT FAHNNESTOCK SP,Lake,PARKS,02030101,,,,,41.4577500000,-73.8342600000,,,,Interpolation-Other,NAD83,,,,,,,US,36,079,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CARBONEP_040934_DH,CARBONE POND (CRYSTAL CR NEAR BLACK R),Lake,DEEP HOLE,04150101,,,,,43.4742630000,-75.2370570000,,,,Interpolation-Other,NAD83,,,,,,,US,36,065,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CARTERVILP_010095_C,CARTERVILLE POND CENTER,Lake,CENTER,04140202,,,,,43.3432600000,-75.9000860000,,,,Interpolation-Other,NAD83,,,,,,,US,36,075,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CARTERVILP_010095_O,CARTERVILLE POND OUTLET,Lake,OUTLET,04140202,,,,,43.3387490000,-75.8933130000,,,,GPS Code (Pseudo Range) Precise Position,NAD83,,,,,,,US,36,075,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CASEL_120109_DH,CASE LAKE DEEP HOLE,Lake,DEEP HOLE,05010001,,,,,42.3254300000,-78.4412000000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,009,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CAYUTAL_160008_DH,CAYUTA LAKE DEEP HOLE,Lake,DEEP HOLE,02050103,,,,,42.3714400000,-76.7345200000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,097,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CEDARIVERF_050667_DH,CEDAR RIVER FLOW DEEP HOLE,Lake,DEEP HOLE,02020001,,,,,43.7067870000,-74.4770050000,,,,Interpolation-Other,NAD83,,,,,,,US,36,041,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CEDARL_030290_DH,CEDAR LAKE DEEP HOLE,Lake,DEEP HOLE,04150304,,,,,44.3482100000,-75.2624800000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,089,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CENTRAL_PARK_MW,CENTRAL PARK MUNICIPAL WATER (DISCOVERY CENTER RESTROOM),Lake,DISCOVERY CENTER REST ROOM,02030101,,,,,40.7970810000,-73.9514960000,,,,Interpolation-Other,NAD83,,,,,,,US,36,061,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CHADWICKL_130341_DH,CHADWICK LAKE DEEP HOLE,Lake,Deep Hole,02020008,,,,,41.5578870000,-74.0667890000,,,,Interpolation-Other,NAD83,,,,,,,US,36,071,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CHASEP_010038_DH,CHASE POND DEEP HOLE,Lake,Deep Hole,04140202,,,,,43.3537990000,-75.9881870000,,,,Interpolation-Other,NAD83,,,,,,,US,36,075,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CHAZYL_020020_DH,CHAZY LAKE DEEP HOLE,Lake,DEEP HOLE,04150408,,,,,44.7493460000,-73.8218600000,,,,Interpolation-Other,NAD83,,,,,,,US,36,019,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CHENANGOL_160032_P,CHENANGO LAKE AT CHENANGO VALLEY SP,Lake,PARKS,02050102,,,,,42.2106100000,-75.8365600000,,,,Interpolation-Other,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CHITININGL_160243_DH,CHITTINING LAKE DEEP HOLE,Lake,Deep Hole,02050101,,,,,42.9115030000,-75.3149440000,,,,Interpolation-Other,NAD83,,,,,,,US,36,065,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CHURCHP_030203_DH,CHURCH POND DEEP HOLE,Lake,DEEP HOLE,04150306,,,,,44.4427100000,-74.2452600000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,033,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CHURCHVILLR_110013_D,CHURVILLE RESERVOIR NEAR DAM,Lake,NEAR DAM,04130003,,,,,43.1060200000,-77.8827100000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,055,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CINNAMONL_120038_O,CINNAMON LAKE OUTLET,Lake,OUTLET,02050105,,,,,42.2766700000,-77.0108100000,,,,Interpolation-Other,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CLEARL_030059_DH,CLEAR LAKE (INDIAN RIVER) DEEP HOLE,Lake,DEEP HOLE,04150303,,,,,44.2760300000,-75.8325000000,,,,GPS Code (Pseudo Range) Precise Position,NAD83,,,,,,,US,36,045,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CLEARL_100100_DH,CLEAR LAKE DEEP HOLE,Lake,Deep Hole,04120102,,,,,42.5529069700,-78.8529430100,,,,GPS Code (Pseudo Range) Precise Position,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CLEARP_030085_DH,CLEAR BOY SCOUT POND DEEP HOLE,Lake,DEEP HOLE,04150306,,,,,44.5863050000,-74.2843800000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,033,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CLIFFL_090100_DH,CLIFF LAKE NEAR DAM,Lake,NEAR DAM,02040104,,,,,41.5841400000,-74.7941170000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,105,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CLYMERP_120150_DH,CLYMER POND DEEP HOLE,Lake,Deep Hole,05010001,,,,,42.0137440000,-79.6257420000,,,,GPS Code (Pseudo Range) Precise Position,NAD83,,,,,,,US,36,013,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-COLGATEL_070649_DH,COLGATE LAKE DEEP HOLE,Lake,Deep Hole,02020005,,,,,42.2372630000,-74.1206150000,,,,Interpolation-Other,NAD83,,,,,,,US,36,039,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-COLLINSL_070519_DH,COLLINS LAKE DEEP HOLE,Lake,Deep Hole,02020004,,,,,42.8268667100,-73.9557832300,,,,Interpolation-Other,NAD83,,,,,,,US,36,093,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CONESUSL_010067_DH,CONESUS LAKE DEEP HOLE,Lake,DEEP HOLE,04130003,,,,,42.7458740000,-77.7172020000,,,,Interpolation-Other,NAD83,,,,,,,US,36,051,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CONGERSL_130984_DH,CONGERS LAKE DEEP HOLE,Lake,DEEP HOLE,02030103,,,,,41.1436310000,-73.9395330000,,,,Interpolation-Other,NAD83,,,,,,,US,36,087,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-COOKP_030347_DH,COOK POND DEEP HOLE,Lake,DEEP HOLE,04150304,,,,,44.2459000000,-74.8879800000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,089,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-COOKSR_050136_O,COOKS RESERVOIR OUTLET,Lake,OUTLET,02020002,,,,,43.1388080000,-74.0540740000,,,,Interpolation-Other,NAD83,,,,,,,US,36,091,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-COPAKEL_130108_DH,COPAKE LAKE DEEP HOLE,Lake,DEEP HOLE,02020006,,,,,42.1422700000,-73.5920500000,,,,GPS Code (Pseudo Range) Precise Position,NAD83,,,,,,,US,36,021,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-COPPERL_040710_DH,COPPER LAKE DEEP HOLE,Lake,DEEP HOLE,04150101,,,,,43.6660790000,-75.1421660000,,,,Interpolation-Other,NAD83,,,,,,,US,36,049,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CORKCENTER_070664_DH,CORK CENTER RESERVOIR DEEP HOLE,Lake,DEEP HOLE,02020004,,,,,43.0374000000,-74.4651900000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,035,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CPK08,Copake Lake,Lake,,02020006,,,,,42.1393400000,-73.5855400000,,,,GPS-Unspecified,WGS84,217.,m,,,Topographic Map Interpolation,SEALV,US,36,021,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CRANBERP_080155_TMDL,CRANBERRY POND TMDL,Lake,TMDL,04130001,,,,,43.3023210000,-77.6982310000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,055,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CRANBERRYL_131015_DH,CRANBARERRY LAKE (HARRIMAN),Lake,DEEP HOLE,02030103,,,,,41.2896800000,-74.1168400000,,,,GPS Code (Pseudo Range) Precise Position,NAD83,,,,,,,US,36,071,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CRANBERRYP_120028_DH,CRANBERRY POND DEEP HOLE,Lake,DEEP HOLE,02050104,,,,,42.1856100000,-77.2972600000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CRANDALLP_100118_DH,CRANDALL POND DEEP HOLE,Lake,DEEP HOLE,04120102,,,,,42.3926000000,-78.6535000000,,,,GPS Code (Pseudo Range) Precise Position,NAD83,,,,,,,US,36,009,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CREAMERYP_130320_C,CREAMERY POND CENTER,Lake,CENTER,02020008,,,,,41.3183880000,-74.2901700000,,,,Interpolation-Other,NAD83,,,,,,,US,36,071,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CROOKSP_010007_DH,CROOKS POND DEEP HOLE,Lake,Deep Hole,04140203,,,,,43.4188100000,-76.3789610000,,,,Interpolation-Other,NAD83,,,,,,,US,36,075,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CROSSL_010185_DH,CROSS LAKE DEEP HOLE,Lake,Deep Hole,04140201,,,,,43.1373100000,-76.4858900000,,,,GPS Code (Pseudo Range) Precise Position,NAD83,,,,,,,US,36,011,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CROTON_DEP5CNC,New Croton Reservoir,Reservoir,Dep Site 5Cnc,02030101,,,,,41.2325700000,-73.8003200000,,,,GPS-Unspecified,WGS84,59.,m,,,Topographic Map Interpolation,SEALV,US,36,119,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CROTON_DEP6CNC,New Croton Reservoir,Reservoir,Dep Site 6Cnc,02030101,,,,,41.2285800000,-73.7689200000,,,,GPS-Unspecified,WGS84,59.,m,,,Topographic Map Interpolation,SEALV,US,36,119,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CROTON_KISCO,New Croton Reservoir,Reservoir,Near Kisco River Influent,02030101,,,,,41.2384800000,-73.7524700000,,,,GPS-Unspecified,WGS84,59.,m,,,Topographic Map Interpolation,SEALV,US,36,119,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CROTON_MUSCOTT,New Croton Reservoir,Reservoir,Near Muscott Outlet,02030101,,,,,41.2535500000,-73.7219800000,,,,GPS-Unspecified,WGS84,59.,m,,,Topographic Map Interpolation,SEALV,US,36,119,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CROTON-ND,New Croton Reservoir,Reservoir,New Dam,02030101,,,,,41.2333300000,-73.8430600000,,,,GPS-Unspecified,NAD83,59.,m,,,Topographic Map Interpolation,SEALV,US,36,119,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CROTON-OD,New Croton Reservoir,Reservoir,Old Dam,02030101,,,,,41.2327800000,-73.8000000000,,,,GPS-Unspecified,NAD83,59.,m,,,Topographic Map Interpolation,SEALV,US,36,119,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CRUMHORNL_160366_DH,CRUMHORN LAKE DEEP HOLE,Lake,DEEP HOLE,02050101,,,,,42.5574740000,-74.9216080000,,,,Interpolation-Other,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CRYSTALL_040595_DH,CRYSTAL LAKE (LOWVILLE) DEEP HOLE,Lake,DEEP HOLE,04150101,,,,,43.8400900000,-75.2764800000,,,,GPS Code (Pseudo Range) Precise Position,NAD83,,,,,,,US,36,049,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CRYSTALL_090197_DH,CRYSTAL LAKE (NARROWSBURG) DEEP HOLE,Lake,Deep Hole,02040104,,,,,41.6242780000,-74.9052260000,,,,Interpolation-Other,NAD83,,,,,,,US,36,105,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CRYSTALL_100147_DH,CRYSTAL LAKE (FARMERSVILLE STA.) DEEP HOLE,Lake,DEEP HOLE,04120102,,,,,42.4630130000,-78.3424280000,,,,Interpolation-Other,NAD83,,,,,,,US,36,009,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-CRYSTALL_130391_DH,CRYSTAL LAKE (AVERILL PARK) DEEP HOLE,Lake,DEEP HOLE,02020006,,,,,42.6401110000,-73.5562490000,,,,Interpolation-Other,NAD83,,,,,,,US,36,083,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-DAMP_140395_DH,DAM POND DEEP HOLE,Lake,DEEP HOLE,02030202,,,,,41.1361320000,-72.3292210000,,,,Interpolation-Other,NAD83,,,,,,,US,36,103,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-DANNL_100011_DH,DANN LAKE DEEP HOLE,Lake,DEEP HOLE,04120104,,,,,43.0603553000,-78.7058911000,,,,GPS Code (Pseudo Range) Precise Position,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-DAVIESL_090038_DH,DAVIES LAKE DEEP HOLE,Lake,Deep Hole,02040104,,,,,41.6185380000,-74.6024010000,,,,Interpolation-Other,NAD83,,,,,,,US,36,105,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-DAVISL_020210_D,DAVIS LAKE EAST END,Lake,EAST END NEAR DAMB,04150408,,,,,44.6180000000,-73.6090000000,,,,Interpolation-Other,NAD83,,,,,,,US,36,019,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-DAVISP_090209_DH,DAVIS LAKE POND DEEP HOLE,Lake,Deep Hole,02040101,,,,,41.5721940000,-74.9818610000,,,,Interpolation-Other,NAD83,,,,,,,US,36,105,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-DEANP_160036_DH,DEAN(S) POND DEEP HOLE,Lake,DEEP HOLE,02050102,,,,,42.4470000000,-76.0032000000,,,,GPS Code (Pseudo Range) Precise Position,NAD83,,,,,,,US,36,023,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-DEEPP_140584_D,DEEP POND DOCK,Lake,DOCK,02030202,,,,,40.9354830000,-72.8331390000,,,,Interpolation-Other,NAD83,,,,,,,US,36,103,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-DEERL_090389_DH,DEER LAKE DEEP HOLE,Lake,DEEP HOLE,02040101,,,,,42.0590000000,-75.5530000000,,,,Interpolation-Other,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-DEFORESTL_130977_DH,DEFOREST LAKE DEEP HOLE,Lake,DEEP HOLE,02030103,,,,,41.1572200000,-73.9576110000,,,,Interpolation-Other,NAD83,,,,,,,US,36,087,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-DELPARKL_100025_DH,DELAWARE PARK LAKE DEEP HOLE,Lake,Deep Hole,04120104,,,,,42.9331920000,-78.8726680000,,,,Interpolation-Other,NAD83,,,,,,,US,36,029,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-DERUYTERR_160056_DH,DERUYTER RESERVOIR DEEP HOLE,Lake,DEEP HOLE,04140202,,,,,42.8128100000,-75.8899100000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,053,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-DEWITTP_100016_DH,DEWITT POND DEEP HOLE,Lake,DEEP HOLE,04130003,,,,,42.9913800000,-78.1603100000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,037,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-DIAMONDL_070822_DH,DIAMOND LAKE DEEP HOLE,Lake,DEEP HOLE,02020004,,,,,43.3072100000,-74.7299300000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,041,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-DIVERSL_100015_DH,DIVER'S LAKE DEEP HOLE,Lake,DEEP HOLE,04120104,,,,,43.0408900000,-78.3995400000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,037,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-DOSORISP_140145_DH,DOSORIS POND DEEP HOLE,Lake,Deep Hole,02030201,,,,,40.8924830000,-73.6339210000,,,,Interpolation-Other,NAD83,,,,,,,US,36,059,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-DUCKP_130207_P,DUCK POND CLARENCE FAHNESTOCK SP,Lake,PARKS,02020008,,,,,41.4220000000,-73.8837000000,,,,Interpolation-Other,NAD83,,,,,,,US,36,079,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-DUNHAMR_130425_P,DUNHAM RESERVOIR GRAFTON LAKE SP,Lake,PARKS,02020006,,,,,42.7538200000,-73.4788800000,,,,Interpolation-Other,NAD83,,,,,,,US,36,083,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-DUNKIRKH_01,Lake Erie,Great Lake,"Dunkirk Harbor, Sw End Of Harbor",04120101,,,,,42.4875000000,-79.3425000000,,,,GPS-Unspecified,NAD83,174.,m,,,Topographic Map Interpolation,SEALV,US,36,013,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-DUTCHERP_010034_DH,DUTCHER LAKE DEEP HOLE,Lake,Deep Hole,04140202,,,,,43.2929850000,-75.9608920000,,,,Interpolation-Other,NAD83,,,,,,,US,36,075,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-EAGLEL_131021,EAGLE LAKE DEEP HOLE,Lake,Center,02030103,,,,,41.1525130000,-74.2360020000,,,,Interpolation-Other,NAD83,,,,,,,US,36,071,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-EAGLEP_040083_DH,EAGLE POND DEEP HOLE,Lake,DEEP HOLE,04150306,,,,,44.6688300000,-74.2721400000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,033,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-EARLVILLEL_160146_DH,CRAINE LAKE DEEP HOLE,Lake,DEEP HOLE,02050102,,,,,42.7608500000,-75.5575300000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,053,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-EASTBAY_080093_DH,EAST BAY LAKE ONTARIO DEEP HOLE,Lake,DEEP HOLE,04140101,,,,,43.2914100000,-76.8912200000,,,,Interpolation-Other,NAD83,,,,,,,US,36,117,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-EASTMILLP_140851_O,EAST MILLPOND (MASTIC) OUTLET,Lake,OUTLET,02030202,,,,,40.8065530000,-72.8323740000,,,,Interpolation-Other,NAD83,,,,,,,US,36,103,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-EASTROADP_040903_C,EAST ROAD POND (OUTSIDE OF PORT LYDON),Lake,CENTER,04150101,,,,,43.5513800000,-75.3503800000,,,,GPS Code (Pseudo Range) Precise Position,NAD83,,,,,,,US,36,049,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-EB_ASHOKAN_BTW4_5,Ashokan Reservoir,Reservoir,"Ashokan Reservoir, East Branch;Midway Between Site 4 And 5",02020006,,,,,41.9587300000,-74.1925000000,,,,GPS-Unspecified,WGS84,179.,m,,,Topographic Map Interpolation,SEALV,US,36,111,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-EB_ASHOKAN_DEP5EAE,Ashokan Reservoir,Reservoir,"Ashokan Reservoir, East Branch;Dep'S Site 5Eae",02020006,,,,,41.9701300000,-74.1683800000,,,,GPS-Unspecified,WGS84,179.,m,,,Topographic Map Interpolation,SEALV,US,36,111,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-EB_ASHOKAN_DEP6EA,Ashokan Reservoir,Reservoir,"Ashokan Reservoir, East Branch;Dep Site 6Ea",02020006,,,,,41.9838900000,-74.1014200000,,,,GPS-Unspecified,WGS84,179.,m,,,Topographic Map Interpolation,SEALV,US,36,111,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-ECANADAL_070703_DH,EAST CANADA LAKE DEEP HOLE,Lake,DEEP HOLE,02020004,,,,,43.0265740000,-74.7430150000,,,,Interpolation-Other,NAD83,,,,,,,US,36,043,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-ECAROGAL_070697_DH,EAST CAROGA LAKE DEEP HOLE,Lake,DEEP HOLE,02020004,,,,,43.1270000000,-74.4790000000,,,,Interpolation-Other,NAD83,,,,,,,US,36,035,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-EFFLEYFALR_040426_DH,EFFLEY FALLS RESERVOIR DEEP HOLE,Lake,DEEP HOLE,04150101,,,,,43.9203100000,-75.2634800000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,049,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-EFLY08,Effley Falls Reservoir,Reservoir,,04150101,,,,,43.9226900000,-75.2454900000,,,,GPS-Unspecified,WGS84,353.7,m,,,Topographic Map Interpolation,SEALV,US,36,049,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-ELDRIDGEL_120013_DH,ELDRIDGE LAKE DEEP HOLE,Lake,Deep Hole,02050105,,,,,42.1137700000,-76.8173000000,,,,GPS Code (Pseudo Range) Precise Position,NAD83,,,,,,,US,36,015,,,,,,,,,,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-ELLISL_160039_DH,MELODY LAKE DEEP HOLE,Lake,DEEP HOLE,02050102,,,,,42.4691300000,-75.8766700000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,023,,,,,,,,,,STORET
